trial_i,face_file,prime_file,prime_valence,babbling_file,mask1_file,mask2_file,main.thisN,response_key,rt,Participant ID,Session,date,word,pleasure,arousal,dominance,face_model_sex,facial_expression,true_face_valence
139,AM02ANS.JPG,baby_compressed.wav,positive,babble_70.wav,borddug_reversed.wav,festlig_reversed.wav,17,2,0.4162910000304691,9123,1,2025-12-06_17-05-17,baby,93.197279,62.698413,56.689342,Male,Angry,"2,44"
57,AF15HAS.JPG,trussel_compressed.wav,negative,babble_90.wav,skyldig_reversed.wav,mave_reversed.wav,18,8,2.4561397000215948,9123,1,2025-12-06_17-05-17,trussel,32.653061,62.585034,56.462585,Female,Happy,"5,71"
164,AM03NES.JPG,mave_compressed.wav,neutral,babble_36.wav,oprørt_reversed.wav,museum_reversed.wav,19,4,1.6500691000255756,9123,1,2025-12-06_17-05-17,mave,54.648526,44.557823,53.061224,Male,Neutral,"3,58"
25,AM06HAS.JPG,gidsel_compressed.wav,negative,babble_36.wav,måned_reversed.wav,gidsel_reversed.wav,20,9,1.485786700039171,9123,1,2025-12-06_17-05-17,gidsel,24.943311,76.643991,32.086168,Male,Happy,"6,06"
162,AM09NES.JPG,respekt_compressed.wav,positive,babble_53.wav,trofæ_reversed.wav,slave_reversed.wav,21,5,1.205579100002069,9123,1,2025-12-06_17-05-17,respekt,86.621315,58.843537,78.117914,Male,Neutral,"3,71"
149,AF34HAS.JPG,offer_compressed.wav,negative,babble_35.wav,glæde_reversed.wav,gratis_reversed.wav,22,8,1.1881888000061736,9123,1,2025-12-06_17-05-17,offer,24.716553,68.707483,30.498866,Female,Happy,"5,98"
186,AM30ANS.JPG,dollar_compressed.wav,positive,babble_83.wav,nonsens_reversed.wav,giftig_reversed.wav,23,3,1.3409622999606654,9123,1,2025-12-06_17-05-17,dollar,84.693878,68.820862,71.768707,Male,Angry,"2,67"
137,AF21HAS.JPG,forpint_compressed.wav,negative,babble_98.wav,kujon_reversed.wav,tortur_reversed.wav,24,9,0.6903568999841809,9123,1,2025-12-06_17-05-17,forpint,24.036281,60.430839,39.115646,Female,Happy,"5,77"
88,AM22HAS.JPG,SILENCE,no-prime,babble_68.wav,dæmpet_reversed.wav,latter_reversed.wav,25,8,2.231904999993276,9123,1,2025-12-06_17-05-17,SILENCE,,,,Male,Happy,"6,11"
40,AM01HAS.JPG,luksus_compressed.wav,positive,babble_59.wav,papir_reversed.wav,sandhed_reversed.wav,26,6,1.0345062999986112,9123,1,2025-12-06_17-05-17,luksus,89.342404,53.854875,72.562358,Male,Happy,"5,64"
12,AF12ANS.JPG,SILENCE,no-prime,babble_1.wav,kontor_reversed.wav,glæde_reversed.wav,27,2,1.137401800020598,9123,1,2025-12-06_17-05-17,SILENCE,,,,Female,Angry,"3,16"
4,AF09ANS.JPG,affald_compressed.wav,negative,babble_82.wav,cirkel_reversed.wav,vinde_reversed.wav,28,1,0.967210300033912,9123,1,2025-12-06_17-05-17,affald,30.272109,47.165533,59.410431,Female,Angry,"2,33"
143,AM24ANS.JPG,genstand_compressed.wav,neutral,babble_91.wav,drukne_reversed.wav,fiasko_reversed.wav,29,1,1.0023198999697345,9123,1,2025-12-06_17-05-17,genstand,59.637188,36.734694,59.637188,Male,Angry,"2,64"
189,AF11NES.JPG,smerte_compressed.wav,negative,babble_19.wav,rådden_reversed.wav,fedme_reversed.wav,30,4,0.7314830999821424,9123,1,2025-12-06_17-05-17,smerte,24.14966,73.696145,42.063492,Female,Neutral,"3,22"
121,AM07HAS.JPG,himmel_compressed.wav,positive,babble_62.wav,kiste_reversed.wav,konkurs_reversed.wav,31,9,1.7717865000013262,9123,1,2025-12-06_17-05-17,himmel,83.560091,48.412698,58.503401,Male,Happy,"6,03"
154,AM31HAS.JPG,hader_compressed.wav,negative,babble_28.wav,gidsel_reversed.wav,grimme_reversed.wav,32,6,1.2929545000079088,9123,1,2025-12-06_17-05-17,hader,24.036281,78.798186,57.256236,Male,Happy,"5,38"
99,AM10ANS.JPG,lærer_compressed.wav,neutral,babble_73.wav,glæde_reversed.wav,feber_reversed.wav,33,1,0.7158854000153951,9123,1,2025-12-06_17-05-17,lærer,64.399093,45.918367,57.936508,Male,Angry,"1,87"
91,AF07ANS.JPG,hånlig_compressed.wav,negative,babble_6.wav,ugle_reversed.wav,statue_reversed.wav,34,2,0.8719799999962561,9123,1,2025-12-06_17-05-17,hånlig,34.240363,57.142857,52.040816,Female,Angry,"2,44"
191,AM22ANS.JPG,fiasko_compressed.wav,negative,babble_4.wav,lyse_reversed.wav,fase_reversed.wav,35,3,0.9238748000352645,9123,1,2025-12-06_17-05-17,fiasko,19.274376,56.122449,27.210884,Male,Angry,"2,31"
31,AF07NES.JPG,himmel_compressed.wav,positive,babble_3.wav,måned_reversed.wav,ledning_reversed.wav,36,4,1.050847699982114,9123,1,2025-12-06_17-05-17,himmel,83.560091,48.412698,58.503401,Female,Neutral,"3,94"
22,AM04NES.JPG,kugle_compressed.wav,neutral,babble_39.wav,sandhed_reversed.wav,gaffel_reversed.wav,37,5,0.7947298999642953,9123,1,2025-12-06_17-05-17,kugle,60.430839,43.99093,56.689342,Male,Neutral,"4,06"
32,AM05HAS.JPG,SILENCE,no-prime,babble_57.wav,violin_reversed.wav,sindssyg_reversed.wav,38,8,1.0858517000451684,9123,1,2025-12-06_17-05-17,SILENCE,,,,Male,Happy,"5,97"
38,AM01NES.JPG,hånlig_compressed.wav,negative,babble_2.wav,ugle_reversed.wav,taxa_reversed.wav,39,3,1.494423399970401,9123,1,2025-12-06_17-05-17,hånlig,34.240363,57.142857,52.040816,Male,Neutral,"3,91"
146,AM07ANS.JPG,sejre_compressed.wav,positive,babble_92.wav,fjendtlig_reversed.wav,putte_reversed.wav,40,1,0.7754828999750316,9123,1,2025-12-06_17-05-17,sejre,88.435374,65.53288,79.138322,Male,Angry,"2,14"
94,AF13NES.JPG,hånlig_compressed.wav,negative,babble_12.wav,redning_reversed.wav,oprørt_reversed.wav,41,5,0.9684070000075736,9123,1,2025-12-06_17-05-17,hånlig,34.240363,57.142857,52.040816,Female,Neutral,"3,89"
77,AM21NES.JPG,rotte_compressed.wav,negative,babble_65.wav,lærer_reversed.wav,respekt_reversed.wav,42,3,0.5780340999481268,9123,1,2025-12-06_17-05-17,rotte,34.240363,56.122449,51.587302,Male,Neutral,"3,54"
192,AM26NES.JPG,pervers_compressed.wav,negative,babble_68.wav,poesi_reversed.wav,kontor_reversed.wav,43,4,0.989805399964098,9123,1,2025-12-06_17-05-17,pervers,31.632653,70.975057,53.514739,Male,Neutral,"3,74"
59,AF29ANS.JPG,SILENCE,no-prime,babble_37.wav,maling_reversed.wav,skyldig_reversed.wav,44,2,0.3552426999667659,9123,1,2025-12-06_17-05-17,SILENCE,,,,Female,Angry,"2,21"
10,AM03HAS.JPG,ferie_compressed.wav,positive,babble_39.wav,grimme_reversed.wav,fase_reversed.wav,45,8,1.149533900024835,9123,1,2025-12-06_17-05-17,ferie,92.517007,63.945578,77.097506,Male,Happy,"5,17"
196,AF14HAS.JPG,dollar_compressed.wav,positive,babble_16.wav,rædsel_reversed.wav,dollar_reversed.wav,46,8,1.19090079999296,9123,1,2025-12-06_17-05-17,dollar,84.693878,68.820862,71.768707,Female,Happy,"5,68"
178,AF34NES.JPG,pjece_compressed.wav,neutral,babble_54.wav,rådden_reversed.wav,skammel_reversed.wav,47,4,1.041671300015878,9123,1,2025-12-06_17-05-17,pjece,54.30839,41.043084,52.494331,Female,Neutral,"4,00"
197,AM18ANS.JPG,SILENCE,no-prime,babble_53.wav,bifald_reversed.wav,viden_reversed.wav,48,2,2.17059860000154,9123,1,2025-12-06_17-05-17,SILENCE,,,,Male,Angry,"1,87"
129,AF08ANS.JPG,SILENCE,no-prime,babble_46.wav,brutal_reversed.wav,smerte_reversed.wav,49,3,1.3482398999622092,9123,1,2025-12-06_17-05-17,SILENCE,,,,Female,Angry,"3,00"
15,AM13HAS.JPG,kysse_compressed.wav,positive,babble_26.wav,rabies_reversed.wav,affald_reversed.wav,50,8,0.7632814000244252,9123,1,2025-12-06_17-05-17,kysse,93.650794,82.993197,78.571429,Male,Happy,"5,53"
36,AM14ANS.JPG,accept_compressed.wav,positive,babble_45.wav,rabies_reversed.wav,humor_reversed.wav,51,2,1.331845999986399,9123,1,2025-12-06_17-05-17,accept,90.47619,61.22449,75.283447,Male,Angry,"2,50"
92,AF18NES.JPG,morder_compressed.wav,negative,babble_72.wav,mave_reversed.wav,lyse_reversed.wav,52,4,0.7173759000143036,9123,1,2025-12-06_17-05-17,morder,17.346939,84.693878,42.743764,Female,Neutral,"4,10"
128,AM32ANS.JPG,voldtægt_compressed.wav,negative,babble_60.wav,tortur_reversed.wav,oprør_reversed.wav,53,3,1.75903949997155,9123,1,2025-12-06_17-05-17,voldtægt,14.172336,77.210884,33.673469,Male,Angry,"2,21"
145,AM19NES.JPG,gratis_compressed.wav,positive,babble_27.wav,museum_reversed.wav,blomstre_reversed.wav,54,4,1.7000246999668889,9123,1,2025-12-06_17-05-17,gratis,93.650794,58.390023,71.995465,Male,Neutral,"3,69"
19,AM32HAS.JPG,skyldig_compressed.wav,negative,babble_91.wav,traume_reversed.wav,fjendtlig_reversed.wav,55,7,0.6523732999921776,9123,1,2025-12-06_17-05-17,skyldig,29.818594,68.480726,35.034014,Male,Happy,"5,79"
29,AF34ANS.JPG,musik_compressed.wav,positive,babble_72.wav,fængsel_reversed.wav,papir_reversed.wav,56,3,0.8247287000413053,9123,1,2025-12-06_17-05-17,musik,92.176871,60.31746,72.44898,Female,Angry,"3,12"
71,AM31ANS.JPG,SILENCE,no-prime,babble_78.wav,himlen_reversed.wav,taber_reversed.wav,57,1,0.8980693999910727,9123,1,2025-12-06_17-05-17,SILENCE,,,,Male,Angry,"2,36"
194,AF30HAS.JPG,intim_compressed.wav,positive,babble_62.wav,syndig_reversed.wav,poesi_reversed.wav,58,9,0.911263499991037,9123,1,2025-12-06_17-05-17,intim,86.281179,79.138322,66.439909,Female,Happy,"5,80"
165,AM25ANS.JPG,avis_compressed.wav,neutral,babble_72.wav,avis_reversed.wav,misbrug_reversed.wav,59,3,1.407600499980617,9123,1,2025-12-06_17-05-17,avis,58.276644,45.918367,59.637188,Male,Angry,"3,23"
54,AF19NES.JPG,salat_compressed.wav,neutral,babble_80.wav,hader_reversed.wav,tilfreds_reversed.wav,60,5,1.5988395999884233,9123,1,2025-12-06_17-05-17,salat,65.079365,43.197279,62.018141,Female,Neutral,"3,64"
147,AF26ANS.JPG,leder_compressed.wav,positive,babble_70.wav,hjerte_reversed.wav,accept_reversed.wav,61,1,1.4792754999944009,9123,1,2025-12-06_17-05-17,leder,86.507937,71.088435,89.342404,Female,Angry,"2,46"
89,AF06ANS.JPG,nonsens_compressed.wav,neutral,babble_12.wav,baby_reversed.wav,syndig_reversed.wav,62,3,2.346247299981769,9123,1,2025-12-06_17-05-17,nonsens,52.267574,47.278912,55.555556,Female,Angry,"2,67"
60,AF22HAS.JPG,lækker_compressed.wav,positive,babble_89.wav,luksus_reversed.wav,finger_reversed.wav,63,8,0.4215667999815196,9123,1,2025-12-06_17-05-17,lækker,85.034014,60.544218,64.399093,Female,Happy,"5,92"
160,AF26NES.JPG,rådden_compressed.wav,negative,babble_38.wav,pude_reversed.wav,viden_reversed.wav,64,5,1.013784000009764,9123,1,2025-12-06_17-05-17,rådden,26.984127,65.079365,55.442177,Female,Neutral,"3,74"
127,AM20NES.JPG,SILENCE,no-prime,babble_7.wav,patent_reversed.wav,ørken_reversed.wav,65,3,1.22542999999132,9123,1,2025-12-06_17-05-17,SILENCE,,,,Male,Neutral,"3,00"
156,AM18NES.JPG,SILENCE,no-prime,babble_91.wav,djævel_reversed.wav,fængsel_reversed.wav,66,2,1.37624410004355,9123,1,2025-12-06_17-05-17,SILENCE,,,,Male,Neutral,"3,55"
150,AF03HAS.JPG,ørken_compressed.wav,negative,babble_24.wav,ønske_reversed.wav,kande_reversed.wav,67,7,0.9564472999772988,9123,1,2025-12-06_17-05-17,ørken,27.777778,62.358277,42.743764,Female,Happy,"5,09"
133,AF24HAS.JPG,sikker_compressed.wav,positive,babble_22.wav,kæle_reversed.wav,bygning_reversed.wav,68,9,0.5151593000045978,9123,1,2025-12-06_17-05-17,sikker,85.827664,35.600907,67.23356,Female,Happy,"6,18"
67,AF35NES.JPG,accept_compressed.wav,positive,babble_66.wav,boble_reversed.wav,misbrug_reversed.wav,69,4,0.8033440000144765,9123,1,2025-12-06_17-05-17,accept,90.47619,61.22449,75.283447,Female,Neutral,"3,69"
80,AF09NES.JPG,taber_compressed.wav,negative,babble_59.wav,knude_reversed.wav,marked_reversed.wav,70,4,0.9238637000089512,9123,1,2025-12-06_17-05-17,taber,25.510204,56.122449,34.240363,Female,Neutral,"3,63"
3,AF32ANS.JPG,maling_compressed.wav,neutral,babble_82.wav,rabies_reversed.wav,slave_reversed.wav,71,2,1.1701532999868505,9123,1,2025-12-06_17-05-17,maling,63.718821,46.485261,65.192744,Female,Angry,"3,31"
182,AM33HAS.JPG,penge_compressed.wav,positive,babble_1.wav,rabies_reversed.wav,redskab_reversed.wav,72,3,1.2990296999923885,9123,1,2025-12-06_17-05-17,penge,86.054422,64.62585,70.861678,Male,Happy,"4,26"
70,AM19ANS.JPG,SILENCE,no-prime,babble_14.wav,skuffe_reversed.wav,måned_reversed.wav,73,4,2.9212834000354637,9123,1,2025-12-06_17-05-17,SILENCE,,,,Male,Angry,"2,95"
21,AF25HAS.JPG,himlen_compressed.wav,positive,babble_18.wav,lærer_reversed.wav,nøgle_reversed.wav,74,8,1.0463268000166863,9123,1,2025-12-06_17-05-17,himlen,82.76644,63.605442,69.727891,Female,Happy,"6,31"
148,AM20HAS.JPG,skyldig_compressed.wav,negative,babble_25.wav,fremskridt_reversed.wav,tortur_reversed.wav,75,9,0.953609400021378,9123,1,2025-12-06_17-05-17,skyldig,29.818594,68.480726,35.034014,Male,Happy,"5,92"
1,AF23HAS.JPG,hånlig_compressed.wav,negative,babble_96.wav,hjerte_reversed.wav,rabies_reversed.wav,76,6,3.5864271000027657,9123,1,2025-12-06_17-05-17,hånlig,34.240363,57.142857,52.040816,Female,Happy,"5,36"
106,AF20NES.JPG,offer_compressed.wav,negative,babble_42.wav,salat_reversed.wav,ønske_reversed.wav,77,3,1.027004699979443,9123,1,2025-12-06_17-05-17,offer,24.716553,68.707483,30.498866,Female,Neutral,"3,33"
63,AF35HAS.JPG,pjece_compressed.wav,neutral,babble_93.wav,tumor_reversed.wav,fase_reversed.wav,78,8,1.801220599969383,9123,1,2025-12-06_17-05-17,pjece,54.30839,41.043084,52.494331,Female,Happy,"6,31"
53,AM21HAS.JPG,ørken_compressed.wav,negative,babble_6.wav,poesi_reversed.wav,fiasko_reversed.wav,79,8,1.1185060000279918,9123,1,2025-12-06_17-05-17,ørken,27.777778,62.358277,42.743764,Male,Happy,"5,69"
122,AF32NES.JPG,sandhed_compressed.wav,positive,babble_67.wav,nedbrud_reversed.wav,grusom_reversed.wav,80,3,0.5904256000067107,9123,1,2025-12-06_17-05-17,sandhed,88.435374,56.689342,73.356009,Female,Neutral,"3,79"
47,AM10HAS.JPG,røver_compressed.wav,negative,babble_22.wav,jubel_reversed.wav,hage_reversed.wav,81,7,0.8694760000216775,9123,1,2025-12-06_17-05-17,røver,29.591837,63.718821,41.043084,Male,Happy,"5,79"
117,AM06ANS.JPG,SILENCE,no-prime,babble_10.wav,brutal_reversed.wav,blomstre_reversed.wav,82,2,0.6603982000378892,9123,1,2025-12-06_17-05-17,SILENCE,,,,Male,Angry,"2,42"
177,AF04NES.JPG,flirte_compressed.wav,positive,babble_91.wav,fremskridt_reversed.wav,lampe_reversed.wav,83,4,1.1472573999781162,9123,1,2025-12-06_17-05-17,flirte,85.260771,78.344671,70.748299,Female,Neutral,"3,71"
16,AM27ANS.JPG,dæmpet_compressed.wav,neutral,babble_12.wav,gidsel_reversed.wav,konkurs_reversed.wav,84,2,1.866009799996391,9123,1,2025-12-06_17-05-17,dæmpet,52.947846,32.879819,46.258503,Male,Angry,"3,00"
190,AM17ANS.JPG,konge_compressed.wav,positive,babble_25.wav,fremskridt_reversed.wav,redskab_reversed.wav,85,1,0.5243228999897838,9123,1,2025-12-06_17-05-17,konge,82.312925,62.471655,83.673469,Male,Angry,"1,68"
130,AF15NES.JPG,rabies_compressed.wav,negative,babble_28.wav,gratis_reversed.wav,misbrug_reversed.wav,86,3,0.6235904999775812,9123,1,2025-12-06_17-05-17,rabies,20.068027,69.160998,43.650794,Female,Neutral,"3,37"
112,AF02HAS.JPG,statue_compressed.wav,neutral,babble_96.wav,morder_reversed.wav,blomstre_reversed.wav,87,8,0.8851727999863215,9123,1,2025-12-06_17-05-17,statue,58.61678,39.229025,56.122449,Female,Happy,"6,08"
187,AM30HAS.JPG,frihed_compressed.wav,positive,babble_13.wav,himlen_reversed.wav,genstand_reversed.wav,88,7,0.865194000012707,9123,1,2025-12-06_17-05-17,frihed,90.47619,63.492063,71.315193,Male,Happy,"5,31"
180,AM09HAS.JPG,SILENCE,no-prime,babble_89.wav,brutal_reversed.wav,grimme_reversed.wav,89,7,1.487703500024509,9123,1,2025-12-06_17-05-17,SILENCE,,,,Male,Happy,"5,67"
46,AF10HAS.JPG,bryllup_compressed.wav,positive,babble_43.wav,genstand_reversed.wav,bange_reversed.wav,90,7,1.4169777000206525,9123,1,2025-12-06_17-05-17,bryllup,88.662132,67.687075,75.736961,Female,Happy,"5,34"
52,AF29HAS.JPG,nonne_compressed.wav,neutral,babble_62.wav,trussel_reversed.wav,poesi_reversed.wav,91,8,1.1402085000299849,9123,1,2025-12-06_17-05-17,nonne,55.895692,33.219955,55.895692,Female,Happy,"5,48"
171,AM18HAS.JPG,nedbrud_compressed.wav,negative,babble_6.wav,ønske_reversed.wav,ledning_reversed.wav,92,6,0.9131946000270544,9123,1,2025-12-06_17-05-17,nedbrud,26.190476,78.798186,39.002268,Male,Happy,"5,26"
78,AF14NES.JPG,feber_compressed.wav,negative,babble_95.wav,fedme_reversed.wav,gratis_reversed.wav,93,2,3.24035710003227,9123,1,2025-12-06_17-05-17,feber,31.292517,48.639456,39.909297,Female,Neutral,"3,29"
55,AM11ANS.JPG,SILENCE,no-prime,babble_14.wav,sejre_reversed.wav,brutal_reversed.wav,94,1,0.5252840000321157,9123,1,2025-12-06_17-05-17,SILENCE,,,,Male,Angry,"2,47"
169,AM26HAS.JPG,patent_compressed.wav,neutral,babble_55.wav,rigdom_reversed.wav,respekt_reversed.wav,95,9,0.6966714999871328,9123,1,2025-12-06_17-05-17,patent,59.977324,39.68254,55.555556,Male,Happy,"5,56"
101,AM13NES.JPG,beskidt_compressed.wav,negative,babble_85.wav,rigdom_reversed.wav,pjece_reversed.wav,96,5,0.2506994000286795,9123,1,2025-12-06_17-05-17,beskidt,34.920635,55.328798,53.287982,Male,Neutral,"4,03"
30,AF15ANS.JPG,ketchup_compressed.wav,neutral,babble_48.wav,vinde_reversed.wav,engel_reversed.wav,97,2,0.6662421000073664,9123,1,2025-12-06_17-05-17,ketchup,63.492063,46.371882,59.977324,Female,Angry,"2,53"
166,AM23ANS.JPG,SILENCE,no-prime,babble_32.wav,baby_reversed.wav,traume_reversed.wav,98,1,0.7709565000259317,9123,1,2025-12-06_17-05-17,SILENCE,,,,Male,Angry,"2,49"
95,AM35NES.JPG,illoyal_compressed.wav,negative,babble_17.wav,voldtægt_reversed.wav,bange_reversed.wav,99,5,1.1767510999925437,9123,1,2025-12-06_17-05-17,illoyal,21.882086,74.376417,42.970522,Male,Neutral,"3,95"
79,AF17HAS.JPG,SILENCE,no-prime,babble_90.wav,taber_reversed.wav,fængsel_reversed.wav,100,9,0.7948070999700576,9123,1,2025-12-06_17-05-17,SILENCE,,,,Female,Happy,"6,18"
109,AM28HAS.JPG,SILENCE,no-prime,babble_13.wav,stjerne_reversed.wav,papir_reversed.wav,101,8,1.652494099980686,9123,1,2025-12-06_17-05-17,SILENCE,,,,Male,Happy,"5,55"
195,AF02NES.JPG,SILENCE,no-prime,babble_3.wav,lækker_reversed.wav,rotte_reversed.wav,102,3,4.684065300039947,9123,1,2025-12-06_17-05-17,SILENCE,,,,Female,Neutral,"3,69"
172,AM34NES.JPG,beundret_compressed.wav,positive,babble_7.wav,misbrug_reversed.wav,lækker_reversed.wav,103,4,0.7899122000089847,9123,1,2025-12-06_17-05-17,beundret,87.755102,69.274376,85.37415,Male,Neutral,"3,64"
51,AF13HAS.JPG,redning_compressed.wav,positive,babble_56.wav,jubel_reversed.wav,accept_reversed.wav,104,8,0.462828499963507,9123,1,2025-12-06_17-05-17,redning,87.301587,74.036281,73.129252,Female,Happy,"5,66"
168,AF21ANS.JPG,redning_compressed.wav,positive,babble_66.wav,affald_reversed.wav,misbrug_reversed.wav,105,1,1.1167108999798074,9123,1,2025-12-06_17-05-17,redning,87.301587,74.036281,73.129252,Female,Angry,"2,28"
138,AM11NES.JPG,motor_compressed.wav,neutral,babble_90.wav,voldtægt_reversed.wav,marked_reversed.wav,106,3,0.7395327999838628,9123,1,2025-12-06_17-05-17,motor,58.956916,45.124717,56.689342,Male,Neutral,"3,92"
102,AM22NES.JPG,cirkus_compressed.wav,positive,babble_98.wav,krise_reversed.wav,spænding_reversed.wav,107,5,1.3615949000231922,9123,1,2025-12-06_17-05-17,cirkus,82.76644,67.687075,61.111111,Male,Neutral,"3,72"
153,AF17ANS.JPG,SILENCE,no-prime,babble_51.wav,cirkel_reversed.wav,fase_reversed.wav,108,3,1.0657398999901488,9123,1,2025-12-06_17-05-17,SILENCE,,,,Female,Angry,"2,18"
119,AM15ANS.JPG,rabies_compressed.wav,negative,babble_1.wav,hjerte_reversed.wav,albue_reversed.wav,109,2,2.145052100007888,9123,1,2025-12-06_17-05-17,rabies,20.068027,69.160998,43.650794,Male,Angry,"2,08"
131,AM11HAS.JPG,statue_compressed.wav,neutral,babble_94.wav,sollys_reversed.wav,forfald_reversed.wav,110,9,1.1066047999775035,9123,1,2025-12-06_17-05-17,statue,58.61678,39.229025,56.122449,Male,Happy,"5,82"
159,AF28NES.JPG,respekt_compressed.wav,positive,babble_1.wav,vindue_reversed.wav,violin_reversed.wav,111,6,0.7708159000030719,9123,1,2025-12-06_17-05-17,respekt,86.621315,58.843537,78.117914,Female,Neutral,"3,81"
161,AF01ANS.JPG,skyldig_compressed.wav,negative,babble_59.wav,kujon_reversed.wav,kæle_reversed.wav,112,2,0.8420174000202678,9123,1,2025-12-06_17-05-17,skyldig,29.818594,68.480726,35.034014,Female,Angry,"2,53"
124,AM25HAS.JPG,krise_compressed.wav,negative,babble_75.wav,sexet_reversed.wav,cirkel_reversed.wav,113,8,0.8761362000368536,9123,1,2025-12-06_17-05-17,krise,31.06576,61.678005,40.816327,Male,Happy,"5,90"
49,AF03ANS.JPG,genert_compressed.wav,neutral,babble_67.wav,fængsel_reversed.wav,traume_reversed.wav,114,2,0.6079316000104882,9123,1,2025-12-06_17-05-17,genert,52.60771,42.743764,39.002268,Female,Angry,"2,89"
37,AF22ANS.JPG,SILENCE,no-prime,babble_70.wav,sandhed_reversed.wav,skammel_reversed.wav,115,3,1.0693000000319444,9123,1,2025-12-06_17-05-17,SILENCE,,,,Female,Angry,"2,64"
50,AF16NES.JPG,pude_compressed.wav,positive,babble_63.wav,modgang_reversed.wav,skyldig_reversed.wav,116,1,1.1606780999572948,9123,1,2025-12-06_17-05-17,pude,89.795918,33.673469,51.70068,Female,Neutral,"3,41"
103,AM04ANS.JPG,SILENCE,no-prime,babble_56.wav,brænde_reversed.wav,talent_reversed.wav,117,3,0.8005313000176102,9123,1,2025-12-06_17-05-17,SILENCE,,,,Male,Angry,"2,44"
69,AF08NES.JPG,kontor_compressed.wav,neutral,babble_37.wav,redning_reversed.wav,sikker_reversed.wav,118,4,0.8046962000080384,9123,1,2025-12-06_17-05-17,kontor,59.410431,46.258503,63.378685,Female,Neutral,"3,56"
167,AF31HAS.JPG,skuffe_compressed.wav,negative,babble_91.wav,rotte_reversed.wav,vandal_reversed.wav,119,8,0.8073009999934584,9123,1,2025-12-06_17-05-17,skuffe,27.097506,55.782313,37.301587,Female,Happy,"5,60"
64,AF25NES.JPG,bryllup_compressed.wav,positive,babble_99.wav,ledning_reversed.wav,museum_reversed.wav,120,5,1.0807885999674909,9123,1,2025-12-06_17-05-17,bryllup,88.662132,67.687075,75.736961,Female,Neutral,"3,92"
108,AF10ANS.JPG,nedbrud_compressed.wav,negative,babble_4.wav,kontor_reversed.wav,ønske_reversed.wav,121,2,1.9937326000072064,9123,1,2025-12-06_17-05-17,nedbrud,26.190476,78.798186,39.002268,Female,Angry,"2,26"
58,AF05NES.JPG,marked_compressed.wav,neutral,babble_58.wav,kontor_reversed.wav,talent_reversed.wav,122,2,0.7954796000267379,9123,1,2025-12-06_17-05-17,marked,64.172336,46.712018,59.750567,Female,Neutral,"3,94"
170,AM09ANS.JPG,fjendtlig_compressed.wav,negative,babble_94.wav,måned_reversed.wav,cirkel_reversed.wav,123,1,0.680090999987442,9123,1,2025-12-06_17-05-17,fjendtlig,30.952381,73.015873,54.988662,Male,Angry,"2,11"
98,AF28ANS.JPG,rådden_compressed.wav,negative,babble_10.wav,nøgle_reversed.wav,bifald_reversed.wav,124,1,0.854205199982971,9123,1,2025-12-06_17-05-17,rådden,26.984127,65.079365,55.442177,Female,Angry,"2,12"
200,AF32HAS.JPG,borddug_compressed.wav,neutral,babble_72.wav,kande_reversed.wav,sejre_reversed.wav,125,9,0.1901208999915979,9123,1,2025-12-06_17-05-17,borddug,55.895692,37.07483,56.122449,Female,Happy,"5,81"
45,AM13ANS.JPG,trussel_compressed.wav,negative,babble_21.wav,offer_reversed.wav,væmmes_reversed.wav,126,2,1.129851099976804,9123,1,2025-12-06_17-05-17,trussel,32.653061,62.585034,56.462585,Male,Angry,"2,63"
86,AF23NES.JPG,affald_compressed.wav,negative,babble_35.wav,redning_reversed.wav,sollys_reversed.wav,127,3,0.6902044999878854,9123,1,2025-12-06_17-05-17,affald,30.272109,47.165533,59.410431,Female,Neutral,"3,23"
118,AM07NES.JPG,forkert_compressed.wav,negative,babble_74.wav,illoyal_reversed.wav,statue_reversed.wav,128,5,0.5002588999923319,9123,1,2025-12-06_17-05-17,forkert,31.85941,55.895692,51.133787,Male,Neutral,"3,57"
24,AM16HAS.JPG,vindue_compressed.wav,neutral,babble_23.wav,konkurs_reversed.wav,grimme_reversed.wav,129,8,0.4921933999867178,9123,1,2025-12-06_17-05-17,vindue,67.006803,45.011338,55.668934,Male,Happy,"5,78"
7,AF07HAS.JPG,rotte_compressed.wav,negative,babble_83.wav,rådden_reversed.wav,kujon_reversed.wav,130,9,0.7024339000345208,9123,1,2025-12-06_17-05-17,rotte,34.240363,56.122449,51.587302,Female,Happy,"5,97"
9,AM21ANS.JPG,syndig_compressed.wav,negative,babble_78.wav,fiasko_reversed.wav,væmmes_reversed.wav,131,2,0.4999726999667473,9123,1,2025-12-06_17-05-17,syndig,33.219955,71.315193,48.072562,Male,Angry,"2,69"
27,AM26ANS.JPG,banner_compressed.wav,neutral,babble_61.wav,baby_reversed.wav,gave_reversed.wav,132,1,0.598180599976331,9123,1,2025-12-06_17-05-17,banner,61.22449,43.424036,54.421769,Male,Angry,"2,77"
104,AM27HAS.JPG,natur_compressed.wav,positive,babble_25.wav,røver_reversed.wav,patent_reversed.wav,133,6,0.8492873999639414,9123,1,2025-12-06_17-05-17,natur,86.734694,49.546485,56.122449,Male,Happy,"5,05"
144,AF33NES.JPG,hage_compressed.wav,neutral,babble_44.wav,blodig_reversed.wav,trofæ_reversed.wav,134,4,1.575092000013683,9123,1,2025-12-06_17-05-17,hage,59.977324,37.528345,59.637188,Female,Neutral,"3,33"
